folioviv,tipo_viv,mat_pared,mat_techos,mat_pisos,antiguedad,antigua_ne,cocina,cocina_dor,cuart_dorm,num_cuarto,disp_agua,dotac_agua,excusado,uso_compar,sanit_agua,biodigest,bano_comp,bano_excus,bano_regad,drenaje,disp_elect,focos_inca,focos_ahor,combustible,estufa_chi,eli_basura,tenencia,renta,estim_pago,pago_viv,pago_mesp,tipo_adqui,viv_usada,tipo_finan,num_dueno1,hog_dueno1,num_dueno2,hog_dueno2,escrituras,lavadero,fregadero,regadera,tinaco_azo,cisterna,pileta,calent_sol,calent_gas,medidor_luz,bomba_agua,tanque_gas,aire_acond,calefacc,tot_resid,tot_hom,tot_muj,tot_hog,ubica_geo,ageb,tam_loc,est_socio,est_dis,upm,factor_viv
2060595805,1,8,03,2,10, ,1,2,3,5,2,1,1,2,3,2,0,1,0,5,1,5,1,1,2,4,4, ,500, , ,3, ,4,01,1, , ,3,1,2,2,2,2,2,2,2,1,2,2,2,2,9,4,5,1,200590000,000-0,4,1,118,16170,1682
2060595806,1,8,10,2,15, ,1,2,2,3,2,1,1,2,1,2,0,1,1,2,1,7,2,1,2,5,4, ,800, , ,3, ,5,01,1, , ,3,1,2,1,1,2,1,2,1,1,2,2,2,2,3,2,1,1,200590000,000-0,4,1,118,16170,1682
2061255116,1,8,03,2,10, ,1,2,1,3,2,3,2, , , , , , ,5,1,2,0,1,2,4,4, ,500, , ,2, ,5,01,1, , ,3,1,2,2,2,2,1,2,2,2,2,2,2,2,4,3,1,1,202780000,000-0,4,1,118,15850,1797
2061255117,1,6,03,2,23, ,2, ,1,1,1,4,1,2,2,2,0,1,0,3,1,2,0,1,2,4,4, ,700, , ,2, ,5,01,1, , ,1,2,2,2,2,2,1,2,2,1,2,2,2,2,3,2,1,1,202780000,000-0,4,1,118,15850,1797
2061255118,1,8,03,2,12, ,1,2,4,5,1,2,1,2,2,2,0,1,0,3,1,3,0,1,2,4,4, ,800, , ,3, ,5,01,1, , ,1,2,2,2,2,2,1,2,2,1,2,2,2,2,4,2,2,1,202780000,000-0,4,1,118,15850,1797
2061255119,1,8,03,2,12, ,1,2,2,4,1,4,1,2,2,2,0,1,0,2,1,3,0,1,2,4,4, ,1200, , ,3, ,5,01,1, , ,3,1,2,2,2,2,1,2,2,2,2,2,2,2,4,2,2,1,202780000,000-0,4,1,118,15850,1797
2061255120,1,8,03,2,15, ,1,2,2,4,2,4,1,1,2,2,0,1,0,2,1,8,0,1,2,4,4, ,200, , ,3, ,5,01,1, , ,1,2,2,2,2,2,1,2,2,1,2,2,2,2,8,3,5,1,202780000,000-0,4,1,118,15850,1797
2061255201,1,8,03,2,6, ,1,2,3,4,7, ,1,2,3,1,0,1,1,5,1,0,4,1,2,4,4, ,800, , ,3, ,5,01,1, , ,1,2,2,1,2,2,1,2,2,1,2,2,2,2,2,1,1,1,202780000,000-0,4,1,118,15850,1797
2061255202,1,6,06,2,8, ,2, ,1,1,2,4,2, , , , , , ,5,1,1,0,1,2,4,4, ,1000, , ,3, ,5,01,1, , ,3,2,2,2,2,2,1,2,2,1,2,2,2,2,5,3,2,1,202780000,000-0,4,1,118,15850,1797
2061255203,1,6,03,2,10, ,2, ,1,1,2,4,2, , , , , , ,5,1,3,0,1,2,4,2, ,1000, , , , , , , , , , ,1,2,2,2,2,1,2,2,1,2,2,2,2,4,2,2,1,202780000,000-0,4,1,118,15850,1797
2061255204,1,6,06,2,10, ,2, ,1,1,2,4,2, , , , , , ,5,1,1,0,1,2,4,4, ,200, , ,3, ,5,01,1, , ,2,2,2,2,2,2,1,2,2,2,2,2,2,2,7,3,4,1,202780000,000-0,4,1,118,15850,1797
2061255205,1,8,03,2,40, ,1,2,1,2,2,4,1,2,3,1,0,1,1,5,1,2,2,1,2,4,4, ,800, , ,2, ,5,01,1, , ,1,1,2,1,2,2,1,2,2,1,2,2,2,2,1,1,0,1,202780000,000-0,4,1,118,15850,1797
2061255711,1,6,03,1,30, ,1,2,1,2,2,4,1,2,3,2,0,1,0,2,1,0,3,1,2,4,4, ,500, , ,3, ,5,01,1, , ,3,1,2,2,2,2,2,2,2,1,2,2,2,2,3,1,2,1,202780000,000-0,4,1,118,15850,1797
2061255712,1,6,03,2,3, ,1,2,1,2,2,4,1,2,3,2,0,1,0,2,1,2,1,1,2,4,4, ,700, , ,3, ,4,01,1, , ,1,1,2,2,2,2,2,2,2,1,2,2,2,2,6,3,3,1,202780000,000-0,4,1,118,15850,1797
2061255713,1,8,03,2,6, ,1,2,3,4,2,4,1,1,3,2,0,1,0,2,1,7,0,1,2,4,4, ,1000, , ,3, ,4,01,1, , ,2,1,2,2,2,2,1,2,2,1,2,2,2,2,4,2,2,1,202780000,000-0,4,1,118,15850,1797
2061255714,1,6,03,2,10, ,1,2,2,3,2,4,1,2,3,2,0,1,0,5,1,4,0,1,2,4,4, ,600, , ,3, ,5,01,1, , ,2,2,2,2,2,2,2,2,2,1,2,2,2,2,5,2,3,1,202780000,000-0,4,1,118,15850,1797
2061255715,1,6,03,2,8, ,1,2,1,2,2,4,1,1,3,2,0,1,0,2,1,2,0,1,2,4,4, ,600, , ,3, ,5,01,1, , ,2,1,2,2,2,2,2,2,2,2,2,2,2,2,4,1,3,1,202780000,000-0,4,1,118,15850,1797
2061255906,1,8,03,2,25, ,1,2,1,4,2,4,1,2,2,2,0,1,0,3,1,7,0,1,2,4,4, ,800, , ,4, , ,01,1, , ,2,1,2,2,2,2,1,2,2,1,2,2,2,2,4,3,1,1,202780000,000-0,4,1,118,15850,1797
2061255907,1,4,06,2,10, ,1,1,1,1,2,4,1,2,3,2,0,1,0,5,1,1,0,1,2,4,4, ,200, , ,3, ,5,01,1, , ,2,1,2,2,2,2,1,2,2,1,2,2,2,2,8,2,6,1,202780000,000-0,4,1,118,15850,1797
2061255908,1,8,03,2,10, ,1,2,2,3,2,2,1,2,3,2,0,1,0,5,1,3,0,1,2,4,4, ,600, , ,2, ,5,01,1, , ,3,1,2,2,2,2,1,2,2,1,2,2,2,2,6,2,4,1,202780000,000-0,4,1,118,15850,1797
2061255909,1,6,06,2,5, ,1,1,2,3,2,4,1,2,3,2,0,1,0,5,1,3,0,1,2,4,4, ,400, , ,3, ,5,01,1, , ,1,1,2,2,2,2,1,2,2,1,2,2,2,2,4,2,2,1,202780000,000-0,4,1,118,15850,1797
2061255910,1,8,03,2,10, ,1,2,4,5,2,4,1,2,3,2,0,2,0,5,1,0,5,1,2,4,4, ,1000, , ,2, ,5,01,1, , ,1,1,2,2,2,2,1,2,2,1,2,2,2,2,5,1,4,1,202780000,000-0,4,1,118,15850,1797
2061406311,1,8,10,2,16, ,1,2,3,4,7, ,1,2,2,2,0,1,0,2,1,4,0,1,2,4,4, ,300, , ,2, ,5,01,1, , ,1,1,2,2,2,2,1,2,2,1,2,2,2,2,3,1,2,1,203330000,000-0,4,1,118,16140,1880
2061406312,1,8,10,2,3, ,1,2,2,3,7, ,1,2,2,2,0,1,0,2,1,1,7,1,2,4,4, ,800, , ,2, ,4,01,1, , ,4,1,2,2,1,2,1,2,2,1,2,2,2,2,5,2,3,1,203330000,000-0,4,1,118,16140,1880
2061406313,1,8,03,2,20, ,1,2,1,2,7, ,1,2,2,2,0,1,0,2,1,3,0,1,2,4,4, ,1500, , ,2, ,5,01,1, , ,1,1,2,2,2,2,1,2,2,1,2,2,2,2,6,4,2,1,203330000,000-0,4,1,118,16140,1880
2061406314,1,8,03,2,25, ,1,2,2,3,7, ,1,2,2,2,0,1,0,2,1,6,0,1,2,4,4, ,200, , ,3, ,5,01,1, , ,3,1,2,2,2,2,1,2,2,1,2,2,2,2,6,3,3,2,203330000,000-0,4,1,118,16140,1880
2061406401,1,8,10,2,50, ,1,2,3,4,7, ,1,2,2,2,0,1,0,2,1,2,3,3, ,4,4, ,2000, , ,1,1,5,01,1, , ,1,1,2,2,1,1,2,2,1,1,2,2,2,2,4,2,2,1,203330000,000-0,4,1,118,16140,1880
2061406402,1,7,03,1,98, ,1,2,2,3,7, ,1,2,2,2,0,1,0,2,5, , ,1,2,4,2, ,200, , , , , , , , , , ,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,203330000,000-0,4,1,118,16140,1880
2061406403,1,7,03,2,47, ,1,2,2,3,1,1,1,2,2,2,0,1,0,2,1,6,0,1,2,4,4, ,3000, , ,1,1,5,01,1, , ,1,1,2,2,1,2,1,2,2,1,2,2,2,2,3,1,2,1,203330000,000-0,4,1,118,16140,1880
2061406606,1,8,10,2, ,1,1,2,2,3,2,1,1,2,3,2,1,1,0,5,1,5,3,3, ,4,1,1000, , ,1, , , , , , , , ,1,2,1,1,2,2,2,2,1,2,2,2,2,4,1,3,1,203330000,000-0,4,1,118,16140,1880
2061406607,1,8,10,3,4, ,1,2,1,4,2,1,1,2,3,2,0,1,1,5,1,0,5,3, ,4,2, ,500, , , , , , , , , , ,1,2,1,1,2,2,2,2,1,2,2,2,2,2,0,2,1,203330000,000-0,4,1,118,16140,1880
2061406608,1,8,03,2,22, ,1,2,1,2,2,1,1,2,3,2,0,1,0,5,1,0,3,3, ,2,2, ,800, , , , , , , , , , ,1,2,2,2,2,1,2,2,1,2,2,2,2,4,2,2,1,203330000,000-0,4,1,118,16140,1880
2061406609,1,8,10,2,3, ,1,2,2,3,2,1,1,2,3,2,0,1,0,5,1,2,0,3, ,1,2, ,500, , , , , , , , , , ,2,2,2,2,2,1,2,2,1,2,2,2,2,5,4,1,1,203330000,000-0,4,1,118,16140,1880
2061406610,1,8,03,2, ,1,1,2,1,2,2,1,1,2,3,2,0,1,0,5,1,4,0,1,2,2,4, ,500, , ,1,1,5,01,1, , ,3,1,2,2,2,2,1,2,2,1,2,2,2,2,4,1,3,1,203330000,000-0,4,1,118,16140,1880
2061406815,1,8,10,2,35, ,1,2,2,3,2,1,1,2,2,2,0,1,0,2,1,0,3,1,2,1,4, ,1000, , ,3, ,5,01,1, , ,1,1,2,2,2,2,1,2,2,1,2,2,2,2,1,1,0,1,203330000,000-0,4,1,118,16140,1880
2061406816,1,8,10,2,2, ,2, ,1,1,2,1,1,2,2,2,0,1,0,2,1,0,2,1,2,2,4, ,300, , ,3, ,2,01,1, , ,3,1,2,2,2,2,1,2,2,1,2,2,2,2,5,3,2,1,203330000,000-0,4,1,118,16140,1880
2061406817,1,7,03,2,12, ,1,2,2,3,2,1,1,2,2,2,0,1,0,2,1,2,1,1,2,1,4, ,1000, , ,3, ,5,01,1, , ,1,1,2,2,2,2,1,2,2,1,2,2,2,2,4,2,2,1,203330000,000-0,4,1,118,16140,1880
2061406818,1,7,04,2,23, ,2, ,2,2,2,1,1,2,2,2,0,1,0,2,1,0,2,1,2,1,4, ,1000, , ,2, ,4,01,1, , ,3,1,2,2,2,2,1,2,2,1,2,2,2,2,6,2,4,1,203330000,000-0,4,1,118,16140,1880
2061956215,1,6,03,3,30, ,1,2,2,3,7, ,1,1,2,2,0,1,0,2,1,0,2,1,1,4,4, ,600, , ,3, ,5,01,1, , ,3,1,2,2,2,2,2,2,2,1,2,2,2,2,5,3,2,1,204910000,000-0,4,1,118,16180,1862
2061956216,1,6,03,1,1, ,1,2,1,2,5, ,2, , , , , , ,5,4,1,0,1,2,4,4, ,600, , ,3, ,5,01,1, , ,3,2,2,2,2,2,2,2,2,2,2,2,2,2,4,0,4,1,204910000,000-0,4,1,118,16180,1862
2061956217,1,6,03,2,8, ,1,2,2,3,7, ,1,2,3,2,0,1,0,5,1,3,1,1,2,4,4, ,800, , ,3, ,5,01,1, , ,3,1,2,2,2,2,1,2,2,1,2,2,2,2,5,4,1,1,204910000,000-0,4,1,118,16180,1862
2061956218,1,6,03,2,46, ,1,2,4,6,7, ,1,2,2,2,0,1,0,2,1,3,2,1,1,4,4, ,300, , ,3, ,5,01,1,02,1,3,1,2,2,2,2,1,2,2,1,2,2,2,2,4,2,2,1,204910000,000-0,4,1,118,16180,1862
2061956219,1,6,03,1,10, ,1,2,2,3,7, ,1,2,3,2,0,1,0,5,1,1,2,1,2,4,4, ,500, , ,3, ,5,01,1, , ,3,2,2,2,2,2,1,2,2,1,2,2,2,2,6,1,5,1,204910000,000-0,4,1,118,16180,1862
2061956220,1,6,03,2,11, ,1,2,3,4,7, ,1,2,3,2,0,1,0,5,1,2,1,1,2,4,4, ,500, , ,3, ,5,01,1, , ,3,1,2,2,2,2,1,2,2,1,2,2,2,2,7,4,3,1,204910000,000-0,4,1,118,16180,1862
2061956506,1,6,03,2,16, ,1,2,3,4,2,1,1,1,3,2,0,1,0,2,1,1,6,1,1,4,4, ,500, , ,3, ,5,01,1, , ,3,1,2,2,2,2,1,2,2,1,2,2,2,2,4,1,3,1,204910000,000-0,4,1,118,16180,1862
2061956507,1,6,03,2,9, ,1,2,2,3,2,1,1,2,3,2,0,2,0,2,1,2,0,1,2,4,4, ,600, , ,2, ,4,01,1, , ,3,1,2,2,2,2,1,2,2,1,2,2,2,2,6,5,1,1,204910000,000-0,4,1,118,16180,1862
2061956508,1,6,03,2,8, ,2, ,2,2,2,1,1,1,3,2,0,1,0,2,1,2,0,1,2,5,2, ,500, , , , , , , , , , ,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,0,1,204910000,000-0,4,1,118,16180,1862
2061956509,1,6,03,2,12, ,1,2,1,2,2,4,1,2,3,2,0,1,0,2,1,1,1,1,2,4,2, ,400, , , , , , , , , , ,2,2,2,2,2,2,2,2,1,2,2,2,2,4,2,2,1,204910000,000-0,4,1,118,16180,1862
2061956701,1,6,03,2, ,1,1,2,2,3,2,1,1,2,3,2,0,1,0,5,1,3,0,1,2,1,4, ,800, , ,4, , ,01,1, , ,3,1,2,2,2,2,2,2,2,1,2,2,2,2,3,1,2,1,204910000,000-0,4,1,118,16180,1862
2061956702,1,6,03,2,10, ,1,2,2,3,2,1,1,2,3,2,0,1,0,5,1,4,0,1,2,4,4, ,500, , ,2, ,5,01,1, , ,3,1,2,2,2,2,2,2,2,1,2,2,2,2,5,2,3,1,204910000,000-0,4,1,118,16180,1862
2061956703,1,6,03,3,27, ,1,2,3,4,2,5,1,2,3,2,0,1,0,5,1,2,0,1,2,4,4, ,500, , ,3, ,4,01,1, , ,3,1,2,2,2,2,2,2,2,1,2,2,2,2,5,4,1,1,204910000,000-0,4,1,118,16180,1862
2061956704,1,8,03,2,4, ,1,2,1,4,2,1,1,2,3,2,0,1,0,5,1,5,0,1,2,4,2, ,500, , , , , , , , , , ,1,2,2,2,2,2,2,2,1,2,2,2,2,5,4,1,1,204910000,000-0,4,1,118,16180,1862
2061956705,1,6,03,2,10, ,1,2,1,3,2,1,1,2,3,2,0,1,0,5,1,4,0,1,1,6,4, ,500, , ,2, ,5,01,1, , ,3,1,2,2,2,2,1,2,2,1,2,2,2,2,1,0,1,1,204910000,000-0,4,1,118,16180,1862
2061956910,1,6,03,2,12, ,1,2,3,5,2,1,1,2,3,2,0,1,0,2,1,5,0,1,2,4,4, ,1200, , ,3, ,5,01,1, , ,1,1,2,2,2,2,2,2,2,1,2,2,2,2,10,3,7,1,204910000,000-0,4,1,118,16180,1862
2061956911,1,6,03,2,10, ,1,2,3,4,2,1,1,2,3,2,0,1,0,5,1,5,0,1,2,4,4, ,700, , ,3, ,5,01,1, , ,3,1,2,2,2,2,2,2,2,1,2,2,2,2,8,4,4,1,204910000,000-0,4,1,118,16180,1862
2061956912,1,6,03,2,10, ,1,2,2,4,2,1,1,2,3,2,0,1,0,2,1,3,1,1,2,4,4, ,300, , ,3, ,5,01,1, , ,3,1,2,2,2,2,2,2,2,1,2,2,2,2,5,1,4,1,204910000,000-0,4,1,118,16180,1862
2061956913,1,6,03,2,5, ,1,2,1,2,2,1,1,2,3,2,0,1,0,2,1,2,0,1,2,4,4, ,300, , ,3, ,5,01,1, , ,3,1,2,2,2,2,2,2,2,1,2,2,2,2,9,8,1,1,204910000,000-0,4,1,118,16180,1862
2061956914,1,6,03,2,8, ,2, ,2,3,2,1,1,2,3,2,0,1,0,2,1,3,0,1,2,4,4, ,600, , ,3, ,4,01,1, , ,1,1,2,2,2,2,2,2,2,1,2,2,2,2,3,1,2,1,204910000,000-0,4,1,118,16180,1862
2061966110,1,6,03,2,50, ,1,2,2,3,2,1,1,2,3,2,0,1,0,2,1,3,0,1,2,4,4, ,200, , ,3, ,5,01,1, , ,3,1,2,2,2,2,1,2,2,1,2,2,2,2,2,1,1,1,204940000,000-0,4,1,118,15840,1445
2061966111,1,6,03,2,23, ,1,2,2,3,2,1,1,2,3,1,0,1,0,5,1,3,0,1,1,4,4, ,300, , ,3, ,5,01,1, , ,1,1,2,2,2,2,2,2,2,1,2,2,2,2,6,1,5,1,204940000,000-0,4,1,118,15840,1445
2061966112,1,6,03,1,40, ,1,2,3,4,2,3,1,2,3,2,0,1,0,5,1,4,0,1,2,4,4, ,1000, , ,3, ,5,01,1, , ,1,1,2,2,2,2,1,2,2,1,2,2,2,2,6,3,3,1,204940000,000-0,4,1,118,15840,1445
2061966113,1,6,03,2,10, ,1,2,2,3,2,1,1,2,3,2,0,1,0,2,1,3,0,1,2,4,4, ,200, , ,3, ,5,01,1, , ,3,1,2,2,2,2,2,2,2,1,2,2,2,2,10,6,4,1,204940000,000-0,4,1,118,15840,1445
2061966114,1,6,03,2,6, ,1,2,2,5,2,3,1,2,2,2,0,1,0,2,1,3,0,1,2,4,4, ,300, , ,3, ,5,01,1, , ,3,1,2,2,2,2,2,2,2,1,2,2,2,2,5,4,1,1,204940000,000-0,4,1,118,15840,1445
2061966316,1,6,03,2,7, ,1,2,2,3,2,3,1,2,3,1,0,1,0,5,1,3,0,1,2,5,4, ,800, , ,3, ,4,01,1, , ,1,1,2,2,2,2,2,2,2,1,2,2,2,2,9,5,4,1,204940000,000-0,4,1,118,15840,1445
2061966317,1,6,03,2,20, ,1,2,1,2,2,2,1,2,3,2,0,1,0,2,1,2,0,1,2,4,4, ,500, , ,3, ,5,01,1, , ,3,1,2,2,2,2,1,2,2,1,2,2,2,2,3,1,2,1,204940000,000-0,4,1,118,15840,1445
2061966318,1,6,03,2,7, ,1,2,2,3,2,1,1,2,3,1,0,1,0,5,1,3,0,1,2,4,4, ,500, , ,3, ,5,01,1, , ,1,1,2,2,2,2,1,2,2,1,2,2,2,2,6,2,4,1,204940000,000-0,4,1,118,15840,1445
2061966319,1,6,01,1,7, ,1,2,2,3,2,1,1,2,3,2,0,1,0,2,5, , ,1,2,4,4, ,150, , ,3, ,4,01,1, , ,1,1,2,2,2,2,1,2,2,2,2,2,2,2,6,4,2,1,204940000,000-0,4,1,118,15840,1445
2061966320,1,8,10,3,22, ,1,2,4,5,2,2,1,2,3,2,0,1,0,2,1,6,0,1,2,4,4, ,800, , ,3, ,5,01,1, , ,1,1,2,2,2,2,2,2,2,1,2,2,2,2,6,3,3,1,204940000,000-0,4,1,118,15840,1445
2061966321,1,3,03,2,15, ,1,2,1,3,2,1,1,2,3,2,0,1,0,2,1,3,0,1,2,4,4, ,400, , ,3, ,5,01,1, , ,1,1,2,2,2,2,2,2,2,1,2,2,2,2,3,1,2,1,204940000,000-0,4,1,118,15840,1445
2061966606,1,6,03,2,30, ,1,2,4,5,2,2,1,2,3,2,0,1,0,5,1,5,0,1,2,4,4, ,500, , ,3, ,5,01,1, , ,3,1,2,2,2,2,1,2,2,1,2,2,2,2,10,5,5,1,204940000,000-0,4,1,118,15840,1445
2061966607,1,6,03,2,3, ,1,2,2,4,2,1,1,2,3,2,0,1,0,5,1,4,0,1,2,4,4, ,200, , ,3, ,5,01,1, , ,3,1,2,2,2,2,2,2,2,1,2,2,2,2,4,1,3,1,204940000,000-0,4,1,118,15840,1445
2061966608,1,6,06,1,20, ,1,2,1,3,2,2,1,2,3,2,0,1,0,2,1,3,0,1,2,4,4, ,200, , ,3, ,5,01,1, , ,3,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,204940000,000-0,4,1,118,15840,1445
2061966609,1,8,10,2,6, ,1,2,1,4,2,2,1,2,3,2,0,1,0,5,1,4,0,1,2,4,4, ,600, , ,2, ,5,01,1, , ,3,1,2,2,2,2,1,2,2,1,2,2,2,2,5,3,2,1,204940000,000-0,4,1,118,15840,1445
2061966801,1,6,03,2,10, ,1,2,1,3,2,4,1,2,3,2,0,1,0,5,1,3,0,1,2,4,4, ,250, , ,2, ,5,01,1, , ,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,204940000,000-0,4,1,118,15840,1445
2061966802,1,6,03,2,12, ,1,2,2,3,1,3,1,2,3,2,0,1,0,5,1,3,0,1,2,4,4, ,300, , ,2, ,5,01,1, , ,3,1,2,2,2,2,2,2,2,1,2,2,2,2,4,2,2,1,204940000,000-0,4,1,118,15840,1445
2061966803,1,8,10,2,12, ,1,2,1,6,2,3,1,2,3,2,0,1,0,5,1,6,0,1,2,4,4, ,500, , ,2, ,5,01,1, , ,1,1,2,2,2,2,1,2,2,1,2,2,2,2,1,0,1,1,204940000,000-0,4,1,118,15840,1445
2061966804,1,6,03,1,4, ,1,2,2,5,2,3,1,2,3,2,0,1,0,5,1,5,0,1,2,4,4, ,700, , ,2, ,5,01,1, , ,3,1,2,2,2,2,1,2,2,1,2,2,2,2,4,1,3,1,204940000,000-0,4,1,118,15840,1445
2061966805,1,8,10,2,10, ,1,2,2,4,4, ,1,2,3,2,0,1,0,5,1,1,4,1,2,4,4, ,200, , ,3, ,5,01,1, , ,1,1,2,2,2,2,1,2,2,1,2,2,2,2,3,1,2,1,204940000,000-0,4,1,118,15840,1445
2062182211,1,7,03,1,21, ,1,2,1,2,2,2,1,2,3,2,0,1,0,2,1,4,0,3, ,4,4, ,200, , ,2, ,5,01,1, , ,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,0,1,1,200010000,000-0,4,1,118,16260,1524
2062182212,1,8,10,2,11, ,1,2,4,6,2,2,1,2,2,2,0,1,0,1,1,15,0,1,2,1,2, ,300, , , , , , , , , , ,1,2,2,1,2,1,2,2,1,2,2,2,2,2,0,2,1,200010000,000-0,4,1,118,16260,1524
2062182213,1,8,10,2,12, ,1,2,2,4,2,1,1,2,2,2,0,1,0,1,1,6,0,3, ,1,4, ,1000, , ,3, ,5,02,1, , ,2,1,2,2,2,2,1,2,1,1,2,2,2,2,2,0,2,1,200010000,000-0,4,1,118,16260,1524
2062182214,1,8,10,2,8, ,1,2,2,4,2,1,1,2,3,2,0,1,0,5,1,3,4,3, ,1,4, ,500, , ,3, ,5,01,1, , ,2,1,2,2,2,2,1,2,2,1,2,2,2,2,3,0,3,1,200010000,000-0,4,1,118,16260,1524
2062182215,1,7,03,2,5, ,1,2,2,5,2,2,1,2,2,2,0,1,0,1,1,7,0,1,2,1,4, ,300, , ,2, ,5,03,1, , ,1,1,2,2,2,2,1,2,2,1,2,2,2,2,7,4,3,1,200010000,000-0,4,1,118,16260,1524
2062182401,1,8,10,3,17, ,1,2,2,4,2,1,1,2,2,2,0,1,0,1,1,5,1,1,2,1,4, ,150, , ,2, ,5,01,1, , ,1,1,2,2,2,2,1,2,2,1,2,2,2,2,2,1,1,1,200010000,000-0,4,1,118,16260,1524
2062182402,1,8,10,2,25, ,1,2,1,3,2,4,1,2,2,2,0,1,0,1,1,4,0,1,2,1,4, ,150, , ,2, ,5,01,1, , ,1,1,2,2,2,2,1,2,2,1,2,2,2,2,7,3,4,1,200010000,000-0,4,1,118,16260,1524
2062182403,1,8,10,3,18, ,1,2,2,5,2,3,1,2,2,2,0,1,0,1,1,8,0,1,1,1,4, ,200, , ,3, ,5,01,1, , ,1,1,2,2,2,2,1,2,2,1,2,2,2,2,6,3,3,1,200010000,000-0,4,1,118,16260,1524
2062182404,1,8,10,1,13, ,2, ,1,4,2,2,1,1,2,2,0,1,0,1,1,9,2,1,2,1,4, ,200, , ,3, ,5,01,1, , ,1,1,2,2,2,2,1,2,2,1,2,2,2,2,2,1,1,1,200010000,000-0,4,1,118,16260,1524
2062182405,1,7,03,1,36, ,1,2,1,3,2,2,1,2,2,2,0,1,0,1,1,2,0,1,2,4,4, ,200, , ,3, ,4,01,1, , ,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,0,1,1,200010000,000-0,4,1,118,16260,1524
2062182506,1,8,10,2,16, ,1,2,2,5,2,3,1,2,2,2,0,1,0,1,1,0,6,1,2,1,4, ,1000, , ,2, ,5,01,1, , ,2,1,2,2,2,2,1,2,2,1,2,2,2,2,4,2,2,1,200010000,000-0,4,1,118,16260,1524
2062182507,1,8,10,2,20, ,1,2,1,3,2,3,1,2,2,2,0,1,0,1,1,2,2,3, ,1,1,250, , ,1, , , , , , , , ,1,2,2,1,2,1,2,2,1,2,2,2,2,2,1,1,1,200010000,000-0,4,1,118,16260,1524
2062182508,1,8,10,1,14, ,1,2,1,3,2,3,1,2,2,2,0,1,0,1,1,4,0,1,2,4,4, ,500, , ,1,1,5,01,1, , ,2,1,2,2,2,2,1,2,2,1,2,2,2,2,7,3,4,1,200010000,000-0,4,1,118,16260,1524
2062182509,1,8,10,2,15, ,1,2,3,5,2,3,1,2,2,2,0,1,0,1,1,5,2,1,1,3,4, ,200, , ,2, ,5,01,1, , ,1,1,2,2,1,2,1,2,2,1,2,2,2,2,8,5,3,1,200010000,000-0,4,1,118,16260,1524
2062182510,1,8,10,2,15, ,1,2,2,4,2,3,1,2,2,2,0,1,0,1,1,4,0,1,2,4,4, ,500, , ,2, ,5,01,1, , ,1,1,2,2,2,2,2,2,2,1,2,2,2,2,4,1,3,1,200010000,000-0,4,1,118,16260,1524
2062182916,1,7,03,1,2, ,1,2,1,3,2,5,1,2,3,2,0,1,0,5,1,0,2,1,2,4,4, ,300, , ,3, ,5,01,1, , ,1,1,2,2,2,2,2,2,2,1,2,2,2,2,3,1,2,1,200010000,000-0,4,1,118,16260,1524
2062182917,1,7,03,2,24, ,1,2,2,4,2,1,1,2,2,2,0,1,0,1,1,5,0,1,1,4,4, ,500, , ,2, ,5,01,1, , ,1,1,2,2,1,2,2,2,2,1,2,2,2,2,5,3,2,1,200010000,000-0,4,1,118,16260,1524
2062182918,1,8,03,2, ,1,1,2,2,4,2,1,1,1,2,2,0,1,0,1,1,3,0,1,1,1,2, ,800, , , , , , , , , , ,1,2,2,2,2,2,2,2,1,2,2,2,2,7,3,4,1,200010000,000-0,4,1,118,16260,1524
2062182919,1,8,10,2,14, ,1,2,3,5,2,2,1,2,2,2,0,1,0,1,1,0,8,1,1,1,4, ,150, , ,3, ,5,03,1, , ,1,1,2,2,2,2,2,2,2,1,2,2,2,2,8,4,4,1,200010000,000-0,4,1,118,16260,1524
2062182920,1,8,10,2, ,1,1,2,1,3,2,2,1,1,3,2,0,1,0,5,1,5,0,3, ,4,4, ,500, , ,2, ,5,01,1, , ,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,0,2,1,200010000,000-0,4,1,118,16260,1524
2062329111,1,3,03,2,10, ,1,2,1,2,2,2,1,1,3,1,0,1,1,5,1,3,0,1,2,4,4, ,400, , ,3, ,5,01,1, , ,2,1,2,1,2,2,1,2,2,1,2,2,2,2,3,0,3,1,201350000,000-0,4,1,118,16160,1645
2062329112,1,8,10,2,8, ,1,2,4,5,7, ,1,2,3,2,0,1,1,5,1,7,0,1,2,1,4, ,500, , ,2, ,4,01,1, , ,1,1,2,1,2,2,1,2,2,1,1,2,2,2,6,2,4,1,201350000,000-0,4,1,118,16160,1645
2062329113,1,8,10,1,7, ,1,2,2,3,7, ,2, , , , , , ,5,5, , ,1,2,4,4, ,1000, , ,2, ,5,02,1, , ,3,1,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,1,201350000,000-0,4,1,118,16160,1645
